dc_id,sku_id,category,physical_stock,in_transit_stock,effective_stock,avg_daily_sales,sales_trend_7d,projected_daily_sales,hourly_sales,safety_stock,stock_to_sales_ratio,days_of_cover,day_of_week,is_weekend,hour_of_day,lead_time_hours,projected_48h_sales,expected_stock_at_48h,hours_until_shortage,will_shortage
DC-01,SKU-009,antiviral,147,97,244,81.11,1.005,81.48,3.3948,40,2.995,2.99,3,0,2,6,162.95,81.05,48.0,0
DC-02,SKU-001,cardiac,264,0,264,94.29,1.28,120.71,5.0297,60,2.187,2.19,0,0,17,24,241.43,22.57,40.56,1
DC-01,SKU-006,antibiotic,212,43,255,53.45,0.991,52.95,2.2061,26,4.816,4.82,6,1,0,24,105.89,149.11,48.0,0
DC-01,SKU-002,reefer,135,5,140,54.25,1.298,70.44,2.9349,35,1.988,1.99,3,0,19,36,140.87,-0.87,35.78,1
DC-05,SKU-004,reefer,15,2,17,5.59,1.166,6.51,0.2714,3,2.609,2.61,5,1,22,12,13.03,3.97,48.0,0
DC-05,SKU-012,antiviral,41,0,41,16.35,0.816,13.35,0.5563,6,3.071,3.07,5,1,13,24,26.7,14.3,48.0,0
DC-02,SKU-015,cardiac,87,0,87,40.98,0.765,31.33,1.3054,15,2.777,2.78,3,0,15,12,62.66,24.34,48.0,0
DC-03,SKU-003,antiviral,11,4,15,14.03,0.985,13.83,0.5762,6,1.085,1.08,4,0,18,48,27.66,-12.66,15.62,1
DC-04,SKU-010,reefer,36,7,43,11.85,1.017,12.05,0.5019,6,3.569,3.57,5,1,12,36,24.09,18.91,48.0,0
DC-04,SKU-005,reefer,25,2,27,7.17,1.442,10.34,0.4307,5,2.612,2.61,6,1,9,36,20.68,6.32,48.0,0
DC-03,SKU-009,antiviral,204,164,368,78.47,0.929,72.94,3.039,36,5.046,5.05,4,0,19,24,145.87,222.13,48.0,0
DC-04,SKU-001,cardiac,318,32,350,53.29,0.657,35.0,1.4583,17,10.0,10.0,4,0,10,6,70.0,280.0,48.0,0
DC-04,SKU-014,antibiotic,173,0,173,54.22,1.099,59.6,2.4832,29,2.903,2.9,4,0,18,18,119.19,53.81,48.0,0
DC-05,SKU-006,antibiotic,337,0,337,76.94,1.101,84.73,3.5304,42,3.977,3.98,6,1,12,18,169.46,167.54,48.0,0
DC-05,SKU-012,antiviral,103,156,259,85.71,0.636,54.52,2.2717,27,4.75,4.75,3,0,6,36,109.04,149.96,48.0,0
DC-02,SKU-011,cardiac,230,29,259,87.18,0.998,87.0,3.6249,43,2.977,2.98,1,0,18,18,174.0,85.0,48.0,0
DC-02,SKU-013,reefer,74,28,102,35.04,1.487,52.1,2.1707,26,1.958,1.96,2,0,22,36,104.19,-2.19,35.01,1
DC-04,SKU-002,reefer,159,0,159,73.44,1.171,86.03,3.5847,43,1.848,1.85,6,1,21,18,172.06,-13.06,32.36,1
DC-05,SKU-002,reefer,403,22,425,118.3,0.906,107.22,4.4677,53,3.964,3.96,0,0,18,48,214.45,210.55,48.0,0
DC-04,SKU-010,reefer,174,10,184,83.91,0.67,56.2,2.3417,28,3.274,3.27,3,0,20,6,112.4,71.6,48.0,0
DC-02,SKU-015,cardiac,90,9,99,51.19,0.666,34.1,1.4207,17,2.904,2.9,4,0,13,18,68.19,30.81,48.0,0
DC-02,SKU-003,antiviral,176,177,353,75.16,0.887,66.65,2.7772,33,5.296,5.3,3,0,15,24,133.3,219.7,48.0,0
DC-02,SKU-008,antiviral,18,12,30,4.75,0.65,3.09,0.1286,1,9.723,9.72,2,0,16,24,6.17,23.83,48.0,0
DC-03,SKU-006,antibiotic,12,2,14,15.1,0.808,12.2,0.5085,6,1.147,1.15,0,0,10,18,24.41,-10.41,15.73,1
DC-04,SKU-005,reefer,199,32,231,94.92,1.448,137.42,5.7256,68,1.681,1.68,4,0,2,18,274.83,-43.83,28.47,1
DC-03,SKU-005,reefer,194,0,194,64.27,1.484,95.39,3.9747,47,2.034,2.03,6,1,0,24,190.79,3.21,36.98,1
DC-01,SKU-013,reefer,223,0,223,78.48,0.901,70.74,2.9475,35,3.152,3.15,5,1,15,36,141.48,81.52,48.0,0
DC-03,SKU-005,reefer,284,0,284,82.52,1.279,105.55,4.398,52,2.691,2.69,2,0,3,36,211.1,72.9,48.0,0
DC-01,SKU-015,cardiac,618,0,618,118.09,1.114,131.51,5.4796,65,4.699,4.7,0,0,23,24,263.02,354.98,48.0,0
DC-02,SKU-009,antiviral,0,0,0,43.63,0.768,33.52,1.3968,16,0.0,0.0,2,0,6,12,67.05,-67.05,0.0,1
DC-01,SKU-014,antibiotic,89,11,100,92.57,1.395,129.18,5.3824,64,0.774,0.77,6,1,0,12,258.36,-158.36,6.69,1
DC-05,SKU-006,antibiotic,35,9,44,7.97,1.016,8.1,0.3375,4,5.433,5.43,0,0,18,48,16.2,27.8,48.0,0
DC-05,SKU-006,antibiotic,18,29,47,13.49,1.26,17.01,0.7087,8,2.763,2.76,4,0,0,18,34.02,12.98,48.0,0
DC-03,SKU-001,cardiac,220,0,220,32.67,0.68,22.22,0.9257,11,9.903,9.9,2,0,15,12,44.43,175.57,48.0,0
DC-02,SKU-014,antibiotic,92,0,92,59.83,1.354,81.0,3.3751,40,1.136,1.14,1,0,11,6,162.0,-70.0,15.41,1
DC-05,SKU-013,reefer,51,0,51,71.74,1.211,86.91,3.6212,43,0.587,0.59,2,0,1,18,173.82,-122.82,2.21,1
DC-01,SKU-011,cardiac,234,0,234,79.75,0.708,56.45,2.352,28,4.145,4.15,4,0,20,24,112.9,121.1,48.0,0
DC-02,SKU-014,antibiotic,262,99,361,84.81,1.175,99.64,4.1517,49,3.623,3.62,1,0,18,24,199.28,161.72,48.0,0
DC-05,SKU-005,reefer,0,5,5,60.63,1.177,71.33,2.9721,35,0.07,0.07,6,1,11,18,142.66,-137.66,0.0,1
DC-03,SKU-004,reefer,90,18,108,63.43,1.036,65.7,2.7377,32,1.644,1.64,2,0,11,12,131.41,-23.41,27.76,1
DC-02,SKU-010,reefer,67,0,67,22.92,0.782,17.93,0.7471,8,3.737,3.74,4,0,0,6,35.86,31.14,48.0,0
DC-05,SKU-010,reefer,144,0,144,67.93,1.302,88.43,3.6844,44,1.628,1.63,6,1,10,6,176.85,-32.85,27.14,1
DC-02,SKU-014,antibiotic,302,284,586,112.13,0.875,98.14,4.0893,49,5.971,5.97,5,1,18,18,196.29,389.71,48.0,0
DC-05,SKU-008,antiviral,69,0,69,34.52,0.856,29.53,1.2305,14,2.336,2.34,5,1,7,48,59.07,9.93,44.7,0
DC-01,SKU-006,antibiotic,15,58,73,44.24,1.202,53.17,2.2154,26,1.373,1.37,5,1,10,6,106.34,-33.34,21.21,1
DC-05,SKU-010,reefer,99,117,216,65.43,0.721,47.17,1.9653,23,4.579,4.58,1,0,23,18,94.33,121.67,48.0,0
DC-02,SKU-002,reefer,93,69,162,32.38,1.424,46.11,1.9212,23,3.513,3.51,5,1,17,48,92.22,69.78,48.0,0
DC-05,SKU-009,antiviral,342,0,342,82.18,1.087,89.35,3.723,44,3.828,3.83,6,1,21,36,178.7,163.3,48.0,0
DC-01,SKU-009,antiviral,76,35,111,72.46,1.325,96.03,4.0013,48,1.156,1.16,6,1,18,12,192.06,-81.06,15.74,1
DC-03,SKU-009,antiviral,58,12,70,26.23,1.074,28.17,1.174,14,2.484,2.48,5,1,15,24,56.35,13.65,47.7,1
DC-05,SKU-015,cardiac,0,46,46,82.28,0.635,52.21,2.1756,26,0.881,0.88,5,1,15,24,104.43,-58.43,9.19,1
DC-04,SKU-007,antiviral,295,59,354,65.86,1.45,95.49,3.9787,47,3.707,3.71,0,0,13,36,190.98,163.02,48.0,0
DC-01,SKU-011,cardiac,296,12,308,112.57,1.464,164.78,6.8656,82,1.869,1.87,1,0,0,36,329.55,-21.55,32.92,1
DC-01,SKU-014,antibiotic,197,66,263,65.83,0.878,57.8,2.4084,28,4.55,4.55,3,0,22,12,115.6,147.4,48.0,0
DC-05,SKU-011,cardiac,269,0,269,116.99,0.951,111.29,4.6373,55,2.417,2.42,2,0,0,24,222.59,46.41,46.15,1
DC-05,SKU-001,cardiac,103,104,207,36.96,1.345,49.73,2.072,24,4.163,4.16,3,0,21,18,99.45,107.55,48.0,0
DC-02,SKU-012,antiviral,0,0,0,72.04,0.999,71.97,2.9986,35,0.0,0.0,3,0,3,18,143.93,-143.93,0.0,0
DC-05,SKU-006,antibiotic,129,52,181,99.38,0.79,78.54,3.2725,39,2.305,2.3,5,1,23,12,157.08,23.92,43.39,1
DC-02,SKU-002,reefer,402,173,575,81.37,0.842,68.51,2.8545,34,8.393,8.39,2,0,1,18,137.02,437.98,48.0,0
DC-01,SKU-004,reefer,46,56,102,31.83,0.955,30.41,1.2669,15,3.355,3.35,4,0,2,24,60.81,41.19,48.0,0
DC-03,SKU-009,antiviral,201,49,250,88.4,1.274,112.65,4.6936,56,2.219,2.22,5,1,6,24,225.29,24.71,41.33,1
DC-03,SKU-008,antiviral,28,74,102,70.33,0.711,50.0,2.0833,24,2.04,2.04,3,0,15,24,100.0,2.0,37.44,1
DC-03,SKU-007,antiviral,0,62,62,52.13,0.775,40.39,1.6829,20,1.535,1.54,2,0,19,18,80.78,-18.78,24.96,0
DC-04,SKU-008,antiviral,37,0,37,72.77,0.91,66.21,2.7586,33,0.559,0.56,3,0,8,36,132.41,-95.41,1.45,1
DC-02,SKU-012,antiviral,158,6,164,104.64,0.851,89.04,3.71,44,1.842,1.84,3,0,0,36,178.08,-14.08,32.35,1
DC-04,SKU-010,reefer,57,19,76,49.35,1.128,55.64,2.3184,27,1.366,1.37,3,0,21,6,111.29,-35.29,21.13,1
DC-02,SKU-002,reefer,165,41,206,55.95,1.056,59.07,2.4614,29,3.487,3.49,1,0,19,12,118.15,87.85,48.0,0
DC-04,SKU-013,reefer,1,42,43,62.57,1.206,75.49,3.1454,37,0.57,0.57,6,1,7,12,150.98,-107.98,1.91,1
DC-05,SKU-014,antibiotic,92,61,153,32.33,0.806,26.06,1.086,13,5.87,5.87,5,1,1,36,52.13,100.87,48.0,0
DC-02,SKU-006,antibiotic,4,22,26,100.52,1.219,122.51,5.1047,61,0.212,0.21,6,1,14,48,245.02,-219.02,0.0,1
DC-04,SKU-001,cardiac,0,1,1,8.76,0.997,8.73,0.3637,4,0.115,0.11,6,1,20,18,17.46,-16.46,0.0,1
DC-05,SKU-015,cardiac,185,56,241,100.79,1.147,115.65,4.8188,57,2.084,2.08,6,1,18,12,231.3,9.7,38.18,1
DC-05,SKU-006,antibiotic,272,29,301,53.5,0.899,48.1,2.0042,24,6.258,6.26,4,0,7,12,96.2,204.8,48.0,1
DC-02,SKU-010,reefer,17,72,89,66.71,0.785,52.35,2.1813,26,1.7,1.7,6,1,21,18,104.7,-15.7,28.88,1
DC-03,SKU-004,reefer,319,142,461,92.01,1.007,92.7,3.8625,46,4.973,4.97,0,0,2,24,185.4,275.6,48.0,0
DC-01,SKU-006,antibiotic,425,0,425,119.67,1.109,132.77,5.5319,66,3.201,3.2,1,0,21,18,265.53,159.47,48.0,0
DC-05,SKU-013,reefer,329,0,329,110.73,0.998,110.47,4.6027,55,2.978,2.98,5,1,0,12,220.93,108.07,48.0,0
DC-03,SKU-004,reefer,587,178,765,118.17,1.022,120.74,5.0307,60,6.336,6.34,2,0,16,24,241.47,523.53,48.0,0
DC-01,SKU-014,antibiotic,90,0,90,34.87,1.349,47.03,1.9597,23,1.914,1.91,0,0,14,12,94.07,-4.07,34.19,1
DC-02,SKU-011,cardiac,257,114,371,110.21,0.965,106.41,4.4336,53,3.487,3.49,1,0,6,36,212.81,158.19,48.0,0
DC-01,SKU-008,antiviral,32,0,32,9.49,1.39,13.19,0.5496,6,2.426,2.43,1,0,0,24,26.38,5.62,47.31,1
DC-04,SKU-003,antiviral,69,10,79,66.13,0.647,42.79,1.783,21,1.846,1.85,3,0,10,18,85.58,-6.58,32.53,1
DC-02,SKU-001,cardiac,18,0,18,4.5,0.699,3.15,0.1312,1,5.717,5.72,1,0,12,24,6.3,11.7,48.0,0
DC-01,SKU-001,cardiac,0,0,0,46.94,1.053,49.42,2.0592,24,0.0,0.0,3,0,15,18,98.84,-98.84,0.0,1
DC-04,SKU-002,reefer,212,16,228,43.07,0.669,28.82,1.2009,14,7.91,7.91,5,1,19,12,57.65,170.35,48.0,0
DC-04,SKU-006,antibiotic,53,20,73,55.32,1.113,61.57,2.5655,30,1.186,1.19,5,1,21,24,123.14,-50.14,16.76,1
DC-03,SKU-012,antiviral,167,0,167,68.41,1.203,82.27,3.4278,41,2.03,2.03,0,0,2,24,164.53,2.47,36.76,1
DC-03,SKU-013,reefer,20,1,21,11.18,0.977,10.93,0.4554,5,1.922,1.92,5,1,21,24,21.86,-0.86,35.14,1
DC-02,SKU-006,antibiotic,118,10,128,110.83,0.976,108.17,4.507,54,1.183,1.18,1,0,13,18,216.34,-88.34,16.42,1
DC-04,SKU-002,reefer,194,123,317,114.26,0.786,89.85,3.7438,44,3.528,3.53,0,0,7,36,179.7,137.3,48.0,0
DC-03,SKU-010,reefer,0,98,98,79.17,1.196,94.69,3.9453,47,1.035,1.03,4,0,11,12,189.38,-91.38,12.93,1
DC-03,SKU-008,antiviral,142,267,409,119.94,1.239,148.62,6.1924,74,2.752,2.75,6,1,4,24,297.23,111.77,48.0,0
DC-01,SKU-013,reefer,22,6,28,27.68,1.054,29.17,1.2152,14,0.96,0.96,5,1,12,18,58.33,-30.33,11.52,1
DC-05,SKU-002,reefer,65,6,71,17.71,1.028,18.2,0.7584,9,3.901,3.9,2,0,17,18,36.4,34.6,48.0,0
DC-04,SKU-004,reefer,229,0,229,90.67,0.875,79.3,3.3042,39,2.888,2.89,4,0,14,24,158.6,70.4,48.0,0
DC-01,SKU-013,reefer,91,0,91,35.89,1.069,38.38,1.5991,19,2.371,2.37,0,0,1,6,76.76,14.24,45.02,1
DC-02,SKU-007,antiviral,254,0,254,87.1,0.641,55.85,2.3271,27,4.548,4.55,6,1,2,36,111.7,142.3,48.0,0
DC-04,SKU-007,antiviral,27,30,57,66.53,1.173,78.05,3.252,39,0.73,0.73,6,1,3,18,156.1,-99.1,5.54,1
DC-05,SKU-003,antiviral,48,0,48,18.68,0.68,12.69,0.5289,6,3.781,3.78,4,0,13,18,25.39,22.61,48.0,0
DC-04,SKU-010,reefer,193,199,392,50.56,1.379,69.74,2.9059,34,5.621,5.62,6,1,23,48,139.48,252.52,48.0,0
DC-05,SKU-003,antiviral,0,157,157,52.5,1.073,56.31,2.3461,28,2.788,2.79,2,0,9,48,112.61,44.39,48.0,0
DC-05,SKU-005,reefer,482,295,777,119.3,1.089,129.94,5.4141,64,5.98,5.98,5,1,6,12,259.87,517.13,48.0,0
DC-02,SKU-001,cardiac,170,0,170,45.41,0.737,33.45,1.3939,16,5.082,5.08,4,0,20,48,66.91,103.09,48.0,0
DC-03,SKU-002,reefer,0,137,137,96.62,1.178,113.77,4.7406,56,1.204,1.2,3,0,4,18,227.55,-90.55,17.09,1
DC-04,SKU-009,antiviral,56,0,56,24.36,1.155,28.14,1.1724,14,1.99,1.99,2,0,21,18,56.28,-0.28,35.82,1
DC-01,SKU-008,antiviral,142,21,163,59.86,0.966,57.85,2.4104,28,2.818,2.82,1,0,20,36,115.7,47.3,48.0,0
DC-03,SKU-011,cardiac,211,55,266,55.55,1.083,60.15,2.5062,30,4.422,4.42,0,0,23,18,120.3,145.7,48.0,0
DC-04,SKU-001,cardiac,344,154,498,83.89,0.893,74.94,3.1224,37,6.646,6.65,5,1,4,24,149.87,348.13,48.0,0
DC-01,SKU-004,reefer,47,63,110,29.71,0.944,28.04,1.1683,14,3.923,3.92,1,0,1,18,56.08,53.92,48.0,0
DC-03,SKU-015,cardiac,186,0,186,65.88,0.851,56.06,2.336,28,3.318,3.32,3,0,18,6,112.13,73.87,48.0,0
DC-03,SKU-009,antiviral,38,189,227,59.76,1.202,71.84,2.9931,35,3.16,3.16,3,0,6,18,143.67,83.33,48.0,0
DC-02,SKU-015,cardiac,70,0,70,42.28,1.175,49.68,2.0698,24,1.409,1.41,6,1,8,18,99.35,-29.35,22.22,1
DC-01,SKU-003,antiviral,2,0,2,4.91,0.989,4.86,0.2024,2,0.412,0.41,2,0,22,12,9.71,-7.71,0.0,1
DC-05,SKU-008,antiviral,3,4,7,5.59,0.75,4.2,0.1749,2,1.668,1.67,6,1,0,6,8.39,-1.39,28.59,1
DC-02,SKU-012,antiviral,23,46,69,81.53,1.481,120.77,5.0319,60,0.571,0.57,6,1,22,6,241.53,-172.53,1.79,1
DC-01,SKU-008,antiviral,273,19,292,99.63,0.838,83.51,3.4796,41,3.497,3.5,2,0,8,12,167.02,124.98,48.0,0
DC-05,SKU-015,cardiac,283,0,283,78.37,0.958,75.06,3.1273,37,3.771,3.77,2,0,8,24,150.11,132.89,48.0,0
DC-01,SKU-011,cardiac,249,2,251,108.6,1.346,146.19,6.0914,73,1.717,1.72,4,0,20,12,292.39,-41.39,29.22,1
DC-05,SKU-008,antiviral,0,58,58,97.6,1.428,139.4,5.8085,69,0.416,0.42,5,1,22,12,278.81,-220.81,0.0,1
DC-02,SKU-007,antiviral,107,30,137,112.08,0.826,92.52,3.855,46,1.481,1.48,5,1,21,24,185.04,-48.04,23.61,1
DC-05,SKU-015,cardiac,60,20,80,38.96,1.223,47.64,1.9851,23,1.679,1.68,1,0,15,18,95.29,-15.29,28.71,1
DC-02,SKU-014,antibiotic,273,65,338,86.0,1.442,123.97,5.1654,61,2.726,2.73,3,0,3,36,247.94,90.06,48.0,0
DC-01,SKU-003,antiviral,218,66,284,105.99,0.66,69.99,2.9161,34,4.058,4.06,2,0,23,36,139.97,144.03,48.0,0
DC-04,SKU-006,antibiotic,290,0,290,72.87,1.012,73.73,3.0719,36,3.933,3.93,5,1,2,18,147.45,142.55,48.0,0
DC-02,SKU-008,antiviral,278,2,280,118.67,1.051,124.7,5.1958,62,2.245,2.25,1,0,3,24,249.4,30.6,41.96,1
DC-04,SKU-007,antiviral,38,34,72,95.36,1.276,121.64,5.0682,60,0.592,0.59,0,0,16,36,243.27,-171.27,2.37,1
DC-05,SKU-010,reefer,5,4,9,11.92,1.187,14.15,0.5896,7,0.636,0.64,3,0,12,12,28.3,-19.3,3.39,1
DC-01,SKU-002,reefer,199,101,300,74.85,1.25,93.59,3.8994,46,3.206,3.21,0,0,23,18,187.17,112.83,48.0,0
DC-03,SKU-009,antiviral,298,14,312,85.56,0.922,78.87,3.2864,39,3.956,3.96,4,0,12,6,157.75,154.25,48.0,0
DC-01,SKU-015,cardiac,381,72,453,83.54,0.928,77.52,3.2301,38,5.843,5.84,4,0,7,24,155.05,297.95,48.0,0
DC-03,SKU-009,antiviral,470,0,470,104.44,0.695,72.55,3.0228,36,6.479,6.48,0,0,5,18,145.09,324.91,48.0,0
DC-04,SKU-013,reefer,32,26,58,74.27,0.606,44.99,1.8748,22,1.289,1.29,1,0,13,18,89.99,-31.99,19.2,1
DC-04,SKU-002,reefer,102,166,268,86.05,1.075,92.48,3.8532,46,2.898,2.9,4,0,10,12,184.95,83.05,48.0,0
DC-04,SKU-005,reefer,202,34,236,79.51,1.081,85.98,3.5824,42,2.745,2.74,4,0,13,6,171.96,64.04,48.0,0
DC-03,SKU-001,cardiac,198,0,198,81.47,1.179,96.08,4.0034,48,2.061,2.06,2,0,14,6,192.16,5.84,37.47,1
DC-04,SKU-011,cardiac,506,210,716,110.49,1.407,155.47,6.4779,77,4.605,4.61,4,0,5,18,310.94,405.06,48.0,0
DC-01,SKU-006,antibiotic,276,0,276,72.19,0.709,51.19,2.1327,25,5.392,5.39,4,0,2,12,102.37,173.63,48.0,0
DC-01,SKU-012,antiviral,220,63,283,57.21,1.194,68.32,2.8465,34,4.142,4.14,1,0,8,18,136.63,146.37,48.0,0
DC-01,SKU-013,reefer,28,0,28,15.96,0.86,13.72,0.5718,6,2.04,2.04,6,1,11,24,27.44,0.56,38.48,1
DC-01,SKU-015,cardiac,43,0,43,80.27,0.703,56.42,2.3507,28,0.762,0.76,3,0,0,24,112.83,-69.83,6.38,1
DC-02,SKU-014,antibiotic,510,0,510,97.06,0.701,68.06,2.8358,34,7.493,7.49,4,0,6,48,136.12,373.88,48.0,0
DC-01,SKU-002,reefer,207,43,250,69.74,1.498,104.45,4.352,52,2.394,2.39,2,0,4,18,208.9,41.1,45.5,1
DC-01,SKU-010,reefer,152,35,187,35.01,1.434,50.21,2.092,25,3.725,3.72,1,0,12,24,100.41,86.59,48.0,0
DC-05,SKU-012,antiviral,259,18,277,106.14,0.701,74.45,3.1022,37,3.721,3.72,6,1,3,24,148.9,128.1,48.0,0
DC-01,SKU-007,antiviral,92,67,159,108.22,0.749,81.11,3.3796,40,1.96,1.96,2,0,6,24,162.22,-3.22,35.21,1
DC-05,SKU-012,antiviral,170,72,242,49.96,0.634,31.65,1.3189,15,7.645,7.65,2,0,17,12,63.31,178.69,48.0,1
DC-04,SKU-012,antiviral,48,12,60,31.64,0.939,29.7,1.2377,14,2.02,2.02,3,0,19,18,59.41,0.59,37.17,1
DC-01,SKU-010,reefer,114,23,137,57.08,1.442,82.32,3.4299,41,1.664,1.66,5,1,16,18,164.63,-27.63,27.99,1
DC-03,SKU-008,antiviral,283,0,283,71.64,1.423,101.96,4.2485,50,2.775,2.78,6,1,10,24,203.93,79.07,48.0,0
DC-05,SKU-011,cardiac,36,13,49,21.76,0.86,18.73,0.7803,9,2.617,2.62,0,0,2,12,37.45,11.55,48.0,0
DC-02,SKU-011,cardiac,193,0,193,71.65,1.145,82.01,3.4169,41,2.354,2.35,4,0,18,12,164.01,28.99,44.48,1
DC-02,SKU-003,antiviral,14,0,14,15.57,1.455,22.65,0.9436,11,0.618,0.62,2,0,7,6,45.29,-31.29,3.18,1
DC-05,SKU-012,antiviral,150,42,192,103.02,0.6,61.84,2.5766,30,3.105,3.1,5,1,18,24,123.68,68.32,48.0,0
DC-03,SKU-009,antiviral,153,1,154,34.7,1.28,44.41,1.8506,22,3.467,3.47,3,0,9,24,88.83,65.17,48.0,0
DC-03,SKU-010,reefer,235,0,235,62.23,0.927,57.68,2.4032,28,4.074,4.07,4,0,13,24,115.35,119.65,48.0,0
DC-05,SKU-011,cardiac,97,0,97,77.99,0.655,51.05,2.1271,25,1.9,1.9,0,0,15,36,102.1,-5.1,33.85,1
DC-03,SKU-003,antiviral,73,0,73,109.41,1.353,148.05,6.1689,74,0.493,0.49,6,1,21,18,296.11,-223.11,0.0,1
DC-01,SKU-004,reefer,71,14,85,18.94,0.763,14.45,0.6021,7,5.882,5.88,4,0,19,6,28.9,56.1,48.0,0
DC-02,SKU-001,cardiac,120,0,120,87.0,1.42,123.52,5.1465,61,0.972,0.97,6,1,21,36,247.03,-127.03,11.46,1
DC-02,SKU-010,reefer,183,27,210,88.74,0.954,84.66,3.5274,42,2.481,2.48,2,0,23,18,169.31,40.69,47.63,1
DC-02,SKU-015,cardiac,34,59,93,36.36,1.442,52.42,2.1842,26,1.774,1.77,5,1,18,12,104.84,-11.84,30.68,1
DC-01,SKU-010,reefer,352,2,354,99.04,0.76,75.3,3.1375,37,4.701,4.7,6,1,11,48,150.6,203.4,48.0,0
DC-03,SKU-008,antiviral,77,14,91,16.27,0.648,10.55,0.4395,5,8.628,8.63,1,0,21,36,21.09,69.91,48.0,0
DC-03,SKU-014,antibiotic,166,5,171,45.61,1.185,54.06,2.2525,27,3.163,3.16,3,0,3,12,108.12,62.88,48.0,0
DC-05,SKU-004,reefer,80,59,139,88.5,0.869,76.92,3.205,38,1.807,1.81,2,0,16,18,153.84,-14.84,31.51,1
DC-03,SKU-003,antiviral,161,0,161,70.45,1.441,101.48,4.2282,50,1.587,1.59,4,0,22,12,202.95,-41.95,26.25,0
DC-03,SKU-010,reefer,72,8,80,35.61,1.077,38.37,1.5986,19,2.085,2.09,6,1,3,12,76.73,3.27,38.16,1
DC-01,SKU-008,antiviral,824,47,871,119.46,0.894,106.78,4.449,53,8.157,8.16,3,0,13,24,213.55,657.45,48.0,0
DC-04,SKU-006,antibiotic,75,36,111,116.94,1.055,123.41,5.142,61,0.899,0.9,1,0,15,24,246.82,-135.82,9.72,1
DC-05,SKU-013,reefer,242,28,270,106.58,1.318,140.43,5.8513,70,1.923,1.92,3,0,13,12,280.86,-10.86,34.18,1
DC-03,SKU-015,cardiac,157,44,201,62.88,1.44,90.58,3.7743,45,2.219,2.22,4,0,20,18,181.17,19.83,41.33,1
DC-04,SKU-008,antiviral,79,17,96,47.63,0.724,34.49,1.4372,17,2.783,2.78,1,0,19,12,68.98,27.02,48.0,0
DC-01,SKU-002,reefer,77,0,77,31.9,0.819,26.14,1.089,13,2.946,2.95,3,0,5,18,52.27,24.73,48.0,1
DC-05,SKU-004,reefer,317,20,337,94.1,1.401,131.84,5.4932,65,2.556,2.56,5,1,12,6,263.67,73.33,48.0,0
DC-01,SKU-010,reefer,19,0,19,7.9,1.49,11.77,0.4904,5,1.614,1.61,0,0,8,12,23.54,-4.54,28.55,1
DC-05,SKU-004,reefer,166,64,230,69.22,1.234,85.41,3.5587,42,2.693,2.69,4,0,12,12,170.82,59.18,48.0,0
DC-02,SKU-006,antibiotic,35,0,35,18.94,0.622,11.78,0.491,5,2.97,2.97,2,0,17,6,23.57,11.43,48.0,0
DC-04,SKU-002,reefer,169,52,221,117.71,1.427,167.91,6.9964,83,1.316,1.32,1,0,20,18,335.83,-114.83,19.72,1
DC-01,SKU-012,antiviral,126,1,127,39.36,1.14,44.87,1.8696,22,2.83,2.83,3,0,22,36,89.74,37.26,48.0,0
DC-05,SKU-004,reefer,3,3,6,10.72,1.154,12.36,0.515,6,0.485,0.49,6,1,16,48,24.72,-18.72,0.0,1
DC-05,SKU-006,antibiotic,162,150,312,64.05,1.069,68.44,2.8516,34,4.559,4.56,1,0,22,24,136.88,175.12,48.0,0
DC-05,SKU-007,antiviral,141,0,141,108.88,0.604,65.76,2.74,32,2.144,2.14,6,1,1,6,131.52,9.48,39.78,1
DC-05,SKU-015,cardiac,0,0,0,58.3,0.655,38.19,1.5912,19,0.0,0.0,5,1,22,48,76.38,-76.38,0.0,1
DC-01,SKU-013,reefer,315,0,315,100.4,1.16,116.46,4.8523,58,2.705,2.7,5,1,6,12,232.91,82.09,48.0,0
DC-01,SKU-003,antiviral,75,30,105,62.12,1.232,76.56,3.1902,38,1.371,1.37,6,1,15,36,153.13,-48.13,21.0,1
DC-04,SKU-001,cardiac,374,29,403,99.23,1.475,146.36,6.0985,73,2.753,2.75,6,1,1,12,292.73,110.27,48.0,0
DC-04,SKU-014,antibiotic,339,0,339,89.15,0.634,56.48,2.3532,28,6.003,6.0,6,1,3,48,112.95,226.05,48.0,0
DC-01,SKU-002,reefer,81,32,113,91.63,1.357,124.34,5.1807,62,0.909,0.91,0,0,9,18,248.67,-135.67,9.84,1
DC-01,SKU-008,antiviral,46,0,46,17.21,0.853,14.69,0.6119,7,3.132,3.13,5,1,22,24,29.37,16.63,48.0,0
DC-03,SKU-012,antiviral,233,17,250,115.87,1.388,160.83,6.701,80,1.554,1.55,2,0,23,6,321.65,-71.65,25.37,1
DC-02,SKU-004,reefer,236,111,347,68.13,0.823,56.08,2.3367,28,6.188,6.19,4,0,17,36,112.16,234.84,48.0,0
DC-03,SKU-010,reefer,343,41,384,105.93,1.482,156.96,6.5401,78,2.446,2.45,3,0,2,36,313.93,70.07,46.79,1
DC-01,SKU-001,cardiac,436,0,436,94.09,0.895,84.25,3.5106,42,5.175,5.17,2,0,3,24,168.51,267.49,48.0,0
DC-04,SKU-009,antiviral,133,13,146,57.94,0.941,54.53,2.2719,27,2.678,2.68,0,0,15,48,109.05,36.95,48.0,0
