dc_id,sku_id,category,urgency_score,shortage_probability,hours_until_shortage,requested_quantity,effective_stock,projected_48h_sales,safety_stock
DC-01,SKU-003,antiviral,18.6,0.95013016,39.071236,197,240,227.0688,56
DC-02,SKU-005,reefer,18.4,0.99200696,39.17025,91,90,85.152,21
DC-05,SKU-008,antiviral,18.3,0.98956865,39.209927,20,14,13.464000000000002,3
DC-01,SKU-003,antiviral,18.3,0.98829776,39.218643,40,49,46.4544,11
DC-03,SKU-005,reefer,18.3,0.98727393,39.207584,141,145,136.2576,34
DC-02,SKU-012,antiviral,18.2,0.99405426,39.261597,55,52,48.96,12
DC-01,SKU-007,antiviral,18.2,0.9244184,39.278465,244,181,169.81439999999998,42
DC-03,SKU-012,antiviral,18.1,0.9965874,39.323513,258,322,301.68,75
DC-02,SKU-011,cardiac,18.1,0.9861669,39.324963,97,108,101.51039999999999,25
DC-03,SKU-004,reefer,18.0,0.9986206,39.33797,104,120,112.32,28
DC-02,SKU-006,antibiotic,18.0,0.9826878,39.356102,76,80,75.4752,18
DC-04,SKU-010,reefer,17.9,0.99482024,39.39827,102,85,79.9344,19
DC-04,SKU-001,cardiac,17.9,0.9940943,39.390182,125,140,131.5152,32
DC-04,SKU-005,reefer,17.9,0.99066377,39.40465,246,159,148.5408,37
DC-05,SKU-005,reefer,17.9,0.98934364,39.42332,41,51,48.0192,12
DC-02,SKU-006,antibiotic,17.8,0.99984,39.43502,282,300,279.9312,69
DC-01,SKU-011,cardiac,17.8,0.9877221,39.45887,169,208,194.2176,48
DC-05,SKU-010,reefer,17.8,0.9710551,39.44767,56,67,63.1152,15
DC-01,SKU-009,antiviral,17.8,0.9588254,39.443253,150,112,104.81280000000001,26
DC-05,SKU-004,reefer,17.7,0.99089503,39.51339,220,230,214.11360000000002,53
DC-02,SKU-015,cardiac,17.7,0.98608714,39.51548,155,108,101.02080000000001,25
DC-01,SKU-014,antibiotic,17.6,0.9837436,39.56135,51,50,47.3136,11
DC-03,SKU-005,reefer,17.5,0.99086666,39.580563,155,139,129.5568,32
DC-04,SKU-008,antiviral,17.5,0.9880734,39.593456,55,44,41.0976,10
DC-04,SKU-011,cardiac,17.4,0.99097985,39.64565,291,363,337.6272,84
DC-05,SKU-004,reefer,17.4,0.98492044,39.65462,49,41,38.232,9
DC-01,SKU-010,reefer,17.4,0.9828683,39.65434,36,36,33.8688,8
DC-03,SKU-001,cardiac,17.4,0.95500475,39.654396,209,238,221.2896,55
DC-03,SKU-015,cardiac,17.3,0.9959792,39.692688,177,128,119.4144,29
DC-03,SKU-012,antiviral,17.3,0.995159,39.678024,40,48,44.8176,11
DC-04,SKU-003,antiviral,17.3,0.98838425,39.695595,48,51,47.587199999999996,11
DC-01,SKU-011,cardiac,17.2,0.99794,39.742027,43,32,30.172800000000002,7
DC-05,SKU-007,antiviral,17.1,0.99668926,39.773018,240,141,131.52,32
DC-02,SKU-002,reefer,17.0,0.99788517,39.85945,98,108,100.2096,25
DC-05,SKU-009,antiviral,17.0,0.97409034,39.842224,23,24,22.8624,5
DC-03,SKU-012,antiviral,16.8,0.98644596,39.923187,98,82,76.1088,19
DC-03,SKU-007,antiviral,16.7,0.9961712,39.982487,246,153,141.72,35
DC-04,SKU-011,cardiac,16.6,0.9954964,40.04835,74,44,40.8192,10
DC-03,SKU-009,antiviral,16.6,0.9893384,40.03308,198,251,232.176,58
DC-05,SKU-001,cardiac,16.5,0.99730194,40.08547,146,175,161.9712,40
DC-02,SKU-010,reefer,16.5,0.99034494,40.059376,80,96,88.96799999999999,22
DC-02,SKU-012,antiviral,16.5,0.9823888,40.08505,147,177,164.0496,41
DC-01,SKU-011,cardiac,16.4,0.99736243,40.14224,288,354,326.592,81
DC-01,SKU-003,antiviral,16.4,0.9972574,40.131718,227,213,196.74239999999998,49
DC-01,SKU-011,cardiac,16.4,0.9958799,40.106716,88,103,95.664,23
DC-05,SKU-011,cardiac,16.4,0.9927555,40.11237,62,69,64.03200000000001,16
DC-02,SKU-011,cardiac,16.4,0.9820018,40.12494,195,251,231.8784,57
DC-01,SKU-001,cardiac,16.3,0.99229443,40.190258,263,185,170.7504,42
DC-03,SKU-014,antibiotic,16.3,0.896871,40.195343,135,115,106.2048,26
DC-04,SKU-015,cardiac,16.2,0.9856323,40.215065,176,194,178.7376,44
DC-03,SKU-001,cardiac,16.2,0.98000216,40.21388,118,153,140.9712,35
DC-02,SKU-003,antiviral,16.1,0.9910486,40.25796,211,226,207.984,51
DC-02,SKU-004,reefer,16.0,0.99535745,40.303463,41,50,46.449600000000004,11
DC-02,SKU-013,reefer,15.8,0.9974968,40.427666,244,287,263.9136,65
DC-03,SKU-002,reefer,15.8,0.9757189,40.419903,264,282,259.12800000000004,64
DC-02,SKU-009,antiviral,15.7,0.9967836,40.454006,18,11,10.3296,2
DC-01,SKU-007,antiviral,15.7,0.99363273,40.460354,233,308,282.36,70
DC-02,SKU-005,reefer,15.7,0.991678,40.462902,136,132,121.2336,30
DC-04,SKU-001,cardiac,15.6,0.9958216,40.533703,254,177,162.76319999999998,40
DC-04,SKU-009,antiviral,15.5,0.99823654,40.56492,259,292,267.12,66
DC-04,SKU-005,reefer,15.5,0.99661285,40.54715,155,137,125.5488,31
DC-02,SKU-003,antiviral,15.5,0.9956008,40.571957,101,130,119.5488,29
DC-02,SKU-001,cardiac,15.5,0.99393505,40.568493,226,264,241.4256,60
DC-05,SKU-002,reefer,15.5,0.9808889,40.57484,127,170,155.00639999999999,38
DC-02,SKU-004,reefer,15.4,0.99189866,40.59308,90,103,94.56479999999999,23
DC-01,SKU-008,antiviral,15.4,0.9817692,40.6011,199,224,204.55679999999998,51
DC-04,SKU-012,antiviral,15.2,0.99186313,40.718925,64,61,55.67999999999999,13
DC-01,SKU-001,cardiac,15.2,0.9798283,40.699383,124,165,150.7968,37
DC-01,SKU-006,antibiotic,15.1,0.9962811,40.764584,112,135,123.41760000000001,30
DC-05,SKU-003,antiviral,15.1,0.9961367,40.73402,60,75,68.4192,17
DC-02,SKU-010,reefer,15.0,0.996543,40.81148,208,238,216.7104,54
DC-05,SKU-011,cardiac,14.9,0.9950448,40.868134,42,50,45.8304,11
DC-04,SKU-005,reefer,14.9,0.9877567,40.84032,185,225,204.9696,51
DC-03,SKU-008,antiviral,14.9,0.97899276,40.845463,179,230,209.40479999999997,52
DC-03,SKU-011,cardiac,14.8,0.9989957,40.887104,254,342,310.1184,77
DC-05,SKU-005,reefer,14.8,0.99504787,40.918285,204,272,247.33440000000002,61
DC-03,SKU-006,antibiotic,14.8,0.9898561,40.87421,238,317,288.15840000000003,72
DC-04,SKU-014,antibiotic,14.7,0.99744475,40.96219,262,325,295.0368,73
DC-05,SKU-001,cardiac,14.6,0.9940759,40.98517,126,156,142.0896,35
DC-01,SKU-014,antibiotic,14.6,0.9936837,40.98987,286,364,331.2096,82
DC-02,SKU-013,reefer,14.6,0.990729,40.9829,158,191,173.1312,43
DC-05,SKU-012,antiviral,14.6,0.987433,40.98485,135,180,163.95839999999998,40
DC-02,SKU-009,antiviral,14.6,0.9733698,40.983677,142,170,154.536,38
DC-05,SKU-008,antiviral,14.6,0.9645117,41.006447,143,155,140.2944,35
DC-03,SKU-015,cardiac,14.5,0.9979601,41.026344,245,239,216.64319999999998,54
DC-05,SKU-002,reefer,14.5,0.99227375,41.05808,76,95,85.9248,21
DC-01,SKU-014,antibiotic,14.5,0.9835774,41.05367,246,186,168.5088,42
DC-05,SKU-014,antibiotic,14.4,0.99415094,41.092846,92,103,93.5424,23
DC-05,SKU-003,antiviral,14.3,0.9963921,41.14286,227,145,131.50560000000002,32
DC-04,SKU-014,antibiotic,14.3,0.9857448,41.119827,209,242,218.7408,54
DC-05,SKU-011,cardiac,14.0,0.9819041,41.257526,17,21,19.200000000000003,4
DC-04,SKU-014,antibiotic,14.0,0.96259654,41.282463,49,61,55.4736,13
DC-03,SKU-008,antiviral,13.9,0.99312276,41.339153,212,286,257.808,64
DC-03,SKU-009,antiviral,13.7,0.9902186,41.419804,208,250,225.2928,56
DC-03,SKU-014,antibiotic,13.7,0.9841224,41.443268,17,19,17.361600000000003,4
DC-03,SKU-015,cardiac,13.7,0.9798692,41.402225,150,201,181.1664,45
DC-03,SKU-001,cardiac,13.6,0.9987219,41.46098,273,285,256.59839999999997,64
DC-02,SKU-001,cardiac,13.6,0.9954816,41.482235,194,157,140.8416,35
DC-01,SKU-012,antiviral,13.5,0.99819845,41.507282,19,25,22.5408,5
DC-01,SKU-009,antiviral,13.5,0.99716395,41.499706,237,266,239.5104,59
DC-04,SKU-012,antiviral,13.5,0.9932595,41.52601,44,42,38.1504,9
DC-04,SKU-001,cardiac,13.5,0.9925442,41.525436,164,165,148.3632,37
DC-01,SKU-001,cardiac,13.5,0.9890665,41.532063,123,165,148.1232,37
DC-01,SKU-001,cardiac,13.5,0.98844147,41.531734,142,162,145.64159999999998,36
DC-05,SKU-011,cardiac,13.4,0.9983925,41.578384,106,137,123.41760000000001,30
DC-02,SKU-013,reefer,13.4,0.9946749,41.558937,114,145,130.57920000000001,32
DC-05,SKU-011,cardiac,13.4,0.9705951,41.54401,198,273,244.9056,61
DC-01,SKU-010,reefer,13.3,0.99674785,41.60187,252,267,239.7552,59
DC-04,SKU-012,antiviral,13.3,0.99493223,41.62708,113,137,122.27520000000001,30
DC-01,SKU-002,reefer,13.3,0.9826317,41.596554,171,192,171.27839999999998,42
DC-02,SKU-006,antibiotic,13.3,0.9687327,41.639233,262,243,218.32319999999999,54
DC-02,SKU-009,antiviral,12.8,0.991816,41.872105,90,88,78.55680000000001,19
DC-04,SKU-010,reefer,12.8,0.988775,41.864616,104,101,90.4752,22
DC-05,SKU-001,cardiac,12.8,0.98815036,41.856262,15,18,16.0704,4
DC-02,SKU-011,cardiac,12.7,0.99380964,41.89559,101,96,85.8048,21
DC-04,SKU-007,antiviral,12.5,0.99484104,42.002605,85,93,83.2224,20
DC-03,SKU-007,antiviral,12.5,0.9901916,41.996136,146,185,164.9568,41
DC-03,SKU-009,antiviral,12.3,0.99706763,42.090786,208,162,144.0336,36
DC-04,SKU-005,reefer,12.2,0.9969157,42.14049,167,172,153.20159999999998,38
DC-01,SKU-009,antiviral,12.2,0.98432565,42.127007,119,158,140.256,35
DC-05,SKU-010,reefer,12.1,0.99872893,42.209297,33,28,25.1472,6
DC-03,SKU-012,antiviral,12.1,0.9985083,42.201866,112,156,138.6048,34
DC-02,SKU-008,antiviral,12.1,0.9719411,42.201767,268,280,249.3984,62
DC-02,SKU-007,antiviral,12.0,0.98497885,42.250732,175,204,180.5184,45
DC-02,SKU-012,antiviral,11.9,0.9931924,42.27792,10,11,10.0608,2
DC-03,SKU-006,antibiotic,11.9,0.988167,42.309334,6,8,7.267200000000001,1
DC-02,SKU-008,antiviral,11.8,0.9974475,42.35274,21,29,26.0448,6
DC-05,SKU-011,cardiac,11.8,0.9686433,42.356773,9,9,8.169599999999999,2
DC-05,SKU-006,antibiotic,11.7,0.99695086,42.361645,270,320,282.8256,70
DC-05,SKU-015,cardiac,11.7,0.97323143,42.36088,10,11,10.1904,2
DC-04,SKU-001,cardiac,11.6,0.9944565,42.417507,62,90,79.6944,19
DC-04,SKU-011,cardiac,11.3,0.98654956,42.59836,165,240,211.62240000000003,52
DC-02,SKU-007,antiviral,11.2,0.99799097,42.622887,228,211,186.28799999999998,46
DC-02,SKU-009,antiviral,11.1,0.99921703,42.694675,236,286,251.8896,62
DC-05,SKU-004,reefer,11.1,0.99722373,42.679165,200,175,154.0704,38
DC-01,SKU-011,cardiac,11.1,0.99204683,42.692837,219,301,264.3216,66
DC-05,SKU-012,antiviral,11.1,0.98915815,42.6912,158,194,170.76,42
DC-04,SKU-009,antiviral,11.0,0.995858,42.70375,175,224,196.9488,49
DC-04,SKU-012,antiviral,11.0,0.9957104,42.727913,56,58,51.6576,12
DC-02,SKU-002,reefer,10.9,0.99792635,42.76963,63,64,56.7264,14
DC-02,SKU-004,reefer,10.9,0.9941415,42.77132,191,190,166.9536,41
DC-02,SKU-008,antiviral,10.9,0.9934604,42.7646,33,28,24.8448,6
DC-05,SKU-006,antibiotic,10.8,0.99420905,42.806828,99,134,117.7872,29
DC-04,SKU-003,antiviral,10.8,0.9938778,42.806705,60,43,38.328,9
DC-01,SKU-009,antiviral,10.8,0.99359643,42.83522,224,328,287.496,71
DC-01,SKU-007,antiviral,10.8,0.9876803,42.830505,127,128,112.07520000000001,28
DC-03,SKU-003,antiviral,10.8,0.98395985,42.79364,68,83,72.9936,18
DC-01,SKU-008,antiviral,10.7,0.99539953,42.862427,248,175,153.4464,38
DC-05,SKU-006,antibiotic,10.7,0.9849065,42.873814,226,226,197.83679999999998,49
DC-02,SKU-010,reefer,10.6,0.9958847,42.913345,204,302,264.0528,66
DC-05,SKU-007,antiviral,10.4,0.9912881,43.011536,79,90,79.21440000000001,19
DC-03,SKU-015,cardiac,10.3,0.9985814,43.06847,80,89,78.096,19
DC-02,SKU-007,antiviral,10.3,0.99681586,43.039562,172,211,184.0368,46
DC-02,SKU-011,cardiac,10.3,0.9811389,43.07487,185,207,181.05599999999998,45
DC-05,SKU-010,reefer,10.3,0.97391135,43.07596,61,75,65.7216,16
DC-04,SKU-007,antiviral,10.2,0.9960085,43.090904,124,138,120.39840000000001,30
DC-03,SKU-004,reefer,10.1,0.99638075,43.15974,254,347,302.4384,75
DC-02,SKU-012,antiviral,10.1,0.99249506,43.1747,78,85,74.4624,18
DC-05,SKU-004,reefer,10.0,0.99832875,43.22097,68,76,66.7008,16
DC-01,SKU-005,reefer,10.0,0.9977204,43.17892,162,151,131.3088,32
DC-03,SKU-013,reefer,10.0,0.9920087,43.21336,117,148,128.8464,32
DC-05,SKU-015,cardiac,10.0,0.991939,43.205738,123,164,143.0736,35
DC-05,SKU-015,cardiac,9.9,0.99736917,43.27169,198,182,158.4624,39
DC-03,SKU-011,cardiac,9.8,0.99098736,43.31994,216,249,216.2688,54
DC-01,SKU-004,reefer,9.8,0.97906303,43.278263,87,111,96.4848,24
DC-02,SKU-015,cardiac,9.7,0.998324,43.35454,184,205,178.152,44
DC-05,SKU-014,antibiotic,9.6,0.9031782,43.376167,39,33,28.958399999999997,7
DC-05,SKU-006,antibiotic,9.5,0.9656232,43.416725,213,181,157.07999999999998,39
DC-05,SKU-009,antiviral,9.4,0.99782723,43.507294,31,35,30.839999999999996,7
DC-05,SKU-001,cardiac,9.4,0.99769956,43.489925,258,344,297.936,74
DC-03,SKU-001,cardiac,9.4,0.95305413,43.49954,106,160,138.3552,34
DC-04,SKU-012,antiviral,9.3,0.99744236,43.51203,216,313,271.3296,67
DC-04,SKU-014,antibiotic,9.2,0.9984363,43.604652,68,76,66.1776,16
DC-05,SKU-002,reefer,9.2,0.99037325,43.570465,187,270,233.3664,58
DC-02,SKU-014,antibiotic,9.2,0.98886603,43.563557,237,216,187.2576,46
DC-03,SKU-004,reefer,9.2,0.9833257,43.577015,18,24,20.951999999999998,5
DC-02,SKU-006,antibiotic,9.2,0.98206294,43.563313,89,112,97.0992,24
DC-05,SKU-001,cardiac,9.1,0.9974595,43.64603,207,311,267.64799999999997,66
DC-03,SKU-007,antiviral,9.1,0.9717083,43.639565,156,116,100.24799999999999,25
DC-02,SKU-005,reefer,9.1,0.90618724,43.639065,75,108,93.5952,23
DC-01,SKU-007,antiviral,9.0,0.9978168,43.69142,71,93,80.616,20
DC-04,SKU-006,antibiotic,9.0,0.99706024,43.687748,210,152,131.376,32
DC-01,SKU-003,antiviral,9.0,0.9959286,43.70303,19,21,18.4224,4
DC-01,SKU-007,antiviral,9.0,0.98854035,43.69559,154,186,160.5648,40
DC-02,SKU-002,reefer,9.0,0.98780805,43.678158,156,195,168.0336,42
DC-01,SKU-007,antiviral,8.9,0.9965013,43.72983,158,182,156.9552,39
DC-03,SKU-006,antibiotic,8.9,0.9928479,43.746124,38,57,49.4208,12
DC-04,SKU-007,antiviral,8.9,0.9922116,43.738262,14,19,16.4736,4
DC-03,SKU-011,cardiac,8.9,0.983564,43.729443,187,261,225.1104,56
DC-03,SKU-001,cardiac,8.8,0.97619945,43.788296,85,69,59.784000000000006,14
DC-01,SKU-012,antiviral,8.7,0.997926,43.831993,65,95,82.1808,20
DC-04,SKU-002,reefer,8.6,0.994487,43.880375,91,109,94.1568,23
DC-02,SKU-014,antibiotic,8.6,0.991958,43.85601,192,138,119.23680000000002,29
DC-02,SKU-006,antibiotic,8.6,0.98520744,43.886765,18,15,13.128,3
DC-02,SKU-003,antiviral,8.6,0.9851863,43.89476,51,68,59.04,14
DC-03,SKU-002,reefer,8.5,0.998524,43.922497,30,35,30.2496,7
DC-02,SKU-010,reefer,8.5,0.9976611,43.93533,60,40,34.944,8
DC-04,SKU-007,antiviral,8.5,0.9920569,43.919724,51,59,51.2832,12
DC-04,SKU-006,antibiotic,8.5,0.9881672,43.943256,11,14,12.038400000000001,3
DC-05,SKU-010,reefer,8.5,0.98494834,43.934105,89,104,89.7936,22
DC-02,SKU-012,antiviral,8.5,0.97950363,43.914227,67,82,70.944,17
DC-05,SKU-013,reefer,8.4,0.9977848,43.964806,251,371,319.0848,79
DC-02,SKU-001,cardiac,8.4,0.99583673,43.95103,249,352,302.7504,75
DC-05,SKU-006,antibiotic,8.3,0.99180776,44.03449,142,213,182.9136,45
DC-03,SKU-008,antiviral,8.2,0.9761435,44.087738,30,33,28.377599999999997,7
DC-02,SKU-006,antibiotic,8.1,0.9982363,44.107838,205,206,176.83679999999998,44
DC-05,SKU-007,antiviral,7.9,0.9934516,44.19318,230,324,277.42560000000003,69
DC-03,SKU-011,cardiac,7.8,0.9979919,44.240875,193,171,146.59199999999998,36
DC-01,SKU-009,antiviral,7.8,0.9904051,44.27091,21,25,21.5568,5
DC-05,SKU-012,antiviral,7.8,0.98062205,44.253723,183,258,220.2768,55
DC-01,SKU-004,reefer,7.7,0.9937184,44.32052,39,55,47.5776,11
DC-04,SKU-012,antiviral,7.7,0.9908971,44.309696,161,217,185.21280000000002,46
DC-02,SKU-005,reefer,7.7,0.990558,44.28283,211,202,172.4352,43
DC-04,SKU-003,antiviral,7.7,0.9864239,44.302494,123,172,146.99519999999998,36
DC-04,SKU-003,antiviral,7.7,0.9828416,44.30851,252,329,279.6336,69
DC-05,SKU-013,reefer,7.7,0.97484404,44.311802,261,377,321.8976,80
DC-02,SKU-003,antiviral,7.7,0.972696,44.326927,231,190,163.00799999999998,40
DC-01,SKU-015,cardiac,7.6,0.9985688,44.353004,207,313,267.168,66
DC-03,SKU-010,reefer,7.6,0.9983563,44.349564,67,60,51.8352,12
DC-04,SKU-014,antibiotic,7.6,0.9957682,44.347683,227,262,223.656,55
DC-05,SKU-009,antiviral,7.6,0.799183,44.34633,175,267,228.71999999999997,57
DC-04,SKU-004,reefer,7.5,0.999015,44.400097,36,35,30.168,7
DC-02,SKU-006,antibiotic,7.5,0.99128294,44.38632,39,58,50.0064,12
DC-02,SKU-011,cardiac,7.5,0.98812544,44.40887,155,193,164.0112,41
DC-04,SKU-001,cardiac,7.5,0.9860698,44.386806,111,146,124.2432,31
DC-05,SKU-002,reefer,7.5,0.91462517,44.383827,132,170,144.86399999999998,36
DC-03,SKU-007,antiviral,7.4,0.99233353,44.46063,45,37,31.867200000000004,7
DC-03,SKU-008,antiviral,7.4,0.990569,44.458973,12,15,12.9408,3
DC-05,SKU-015,cardiac,7.2,0.99542195,44.534668,224,304,258.2208,64
DC-02,SKU-003,antiviral,7.2,0.9780245,44.5353,146,220,186.16320000000002,46
DC-05,SKU-012,antiviral,7.1,0.99740857,44.60768,190,187,158.6784,39
DC-01,SKU-002,reefer,7.1,0.99733514,44.606117,250,361,306.4416,76
DC-04,SKU-013,reefer,7.1,0.99202734,44.598225,258,359,304.52639999999997,76
DC-04,SKU-005,reefer,7.0,0.99724305,44.646397,183,204,172.76160000000002,43
DC-01,SKU-006,antibiotic,7.0,0.9886917,44.6398,78,65,55.891200000000005,13
DC-02,SKU-002,reefer,6.9,0.99787974,44.67466,87,85,72.3888,18
DC-05,SKU-008,antiviral,6.9,0.98952055,44.708687,73,69,59.06399999999999,14
DC-04,SKU-001,cardiac,6.9,0.98738015,44.695976,40,52,44.1456,11
DC-04,SKU-007,antiviral,6.8,0.9984723,44.74416,84,99,84.92160000000001,21
DC-05,SKU-005,reefer,6.8,0.9944273,44.7555,47,40,34.339200000000005,8
DC-04,SKU-014,antibiotic,6.8,0.9860303,44.724636,246,184,155.928,38
DC-03,SKU-007,antiviral,6.8,0.9688353,44.72853,74,112,95.4384,23
DC-05,SKU-005,reefer,6.7,0.9983897,44.77281,59,93,79.344,19
DC-03,SKU-001,cardiac,6.7,0.98973656,44.80466,45,51,43.7904,10
DC-03,SKU-013,reefer,6.6,0.9934755,44.823093,111,116,98.5056,24
DC-01,SKU-009,antiviral,6.6,0.94373643,44.836987,152,227,191.8272,47
DC-04,SKU-010,reefer,6.5,0.9973749,44.86341,97,117,98.952,24
DC-01,SKU-009,antiviral,6.5,0.99460936,44.895363,75,55,46.9968,11
DC-02,SKU-004,reefer,6.5,0.9927417,44.899437,142,200,168.9408,42
DC-03,SKU-014,antibiotic,6.5,0.9848564,44.88117,91,107,90.8592,22
DC-01,SKU-011,cardiac,6.4,0.99132055,44.905766,147,218,184.1376,46
DC-01,SKU-014,antibiotic,6.4,0.98375905,44.916992,162,254,214.584,53
DC-02,SKU-011,cardiac,6.4,0.9788971,44.92341,55,49,41.6832,10
DC-03,SKU-011,cardiac,6.4,0.9527782,44.934326,155,247,208.56,52
DC-03,SKU-014,antibiotic,6.3,0.9962127,44.961113,76,92,77.86080000000001,19
DC-03,SKU-013,reefer,6.3,0.99351937,44.99052,201,234,197.5296,49
DC-03,SKU-013,reefer,6.2,0.9932088,45.01484,26,24,20.472,5
DC-05,SKU-005,reefer,6.2,0.9898179,45.02434,97,153,129.168,32
DC-02,SKU-011,cardiac,6.2,0.9886347,45.024292,253,295,248.44320000000002,62
DC-01,SKU-008,antiviral,6.1,0.9905295,45.08941,228,368,309.86879999999996,77
DC-02,SKU-007,antiviral,6.0,0.995978,45.12579,156,181,152.2608,38
DC-02,SKU-003,antiviral,6.0,0.9626957,45.114056,169,241,202.68,50
DC-03,SKU-004,reefer,5.9,0.99367285,45.15972,132,159,133.9536,33
DC-04,SKU-008,antiviral,5.8,0.9963037,45.21796,23,39,32.9328,8
DC-01,SKU-003,antiviral,5.7,0.998396,45.25321,195,300,251.73600000000002,62
DC-05,SKU-013,reefer,5.7,0.9886391,45.252224,147,123,103.4832,25
DC-02,SKU-012,antiviral,5.7,0.98406976,45.27471,95,127,107.0256,26
DC-01,SKU-014,antibiotic,5.6,0.99704224,45.29441,53,84,70.9584,17
DC-01,SKU-013,reefer,5.6,0.99393445,45.30439,76,91,76.7568,19
DC-03,SKU-007,antiviral,5.6,0.9924454,45.30791,244,190,159.8352,39
DC-02,SKU-006,antibiotic,5.6,0.9901766,45.323055,174,170,142.752,35
DC-02,SKU-013,reefer,5.5,0.9956801,45.362167,206,275,229.656,57
DC-04,SKU-005,reefer,5.5,0.99137044,45.381584,153,168,140.8656,35
DC-01,SKU-006,antibiotic,5.4,0.99904937,45.412766,230,317,265.68,66
DC-02,SKU-015,cardiac,5.3,0.9955686,45.468758,168,178,149.0448,37
DC-05,SKU-011,cardiac,5.3,0.9948256,45.444126,227,302,251.304,62
DC-01,SKU-002,reefer,5.3,0.9883194,45.461216,150,250,208.89600000000002,52
DC-03,SKU-011,cardiac,5.3,0.9845918,45.4539,218,276,231.35519999999997,57
DC-02,SKU-008,antiviral,5.3,0.97488356,45.460835,213,240,199.7616,49
DC-04,SKU-004,reefer,5.3,0.9738591,45.471268,85,132,110.6736,27
DC-04,SKU-006,antibiotic,5.2,0.9968599,45.520733,161,195,162.4896,40
DC-03,SKU-013,reefer,5.2,0.99260724,45.498272,230,299,249.7584,62
DC-04,SKU-009,antiviral,5.2,0.9837552,45.523453,141,205,171.23520000000002,42
DC-02,SKU-002,reefer,5.1,0.9932823,45.557037,11,18,15.2352,3
DC-02,SKU-012,antiviral,5.1,0.99255496,45.549812,142,197,164.328,41
DC-03,SKU-006,antibiotic,5.1,0.98679173,45.552116,136,189,157.9152,39
DC-01,SKU-015,cardiac,5.0,0.99624383,45.58814,60,92,76.9584,19
DC-01,SKU-013,reefer,5.0,0.9956707,45.62004,84,101,84.1248,21
DC-04,SKU-015,cardiac,5.0,0.99529195,45.581127,226,172,143.8128,35
DC-02,SKU-011,cardiac,5.0,0.99416417,45.601334,152,160,133.8,33
DC-02,SKU-008,antiviral,5.0,0.9655813,45.57784,114,121,101.1792,25
DC-05,SKU-014,antibiotic,4.8,0.99389255,45.678017,100,105,87.8832,21
DC-01,SKU-004,reefer,4.7,0.99770147,45.727848,181,142,118.36800000000001,29
DC-01,SKU-007,antiviral,4.6,0.9888178,45.787216,26,38,31.915200000000002,7
DC-02,SKU-004,reefer,4.5,0.9903438,45.820526,31,44,36.7008,9
DC-04,SKU-005,reefer,4.4,0.9982791,45.869617,22,33,27.724800000000002,6
DC-03,SKU-011,cardiac,4.4,0.99637055,45.894417,30,49,40.7856,10
DC-02,SKU-013,reefer,4.4,0.99530965,45.902134,194,302,250.5696,62
DC-04,SKU-012,antiviral,4.4,0.9947364,45.870174,118,134,111.80160000000001,27
DC-01,SKU-014,antibiotic,4.4,0.9833967,45.89411,243,242,200.99039999999997,50
DC-05,SKU-012,antiviral,4.3,0.9981906,45.917698,58,84,69.9504,17
DC-04,SKU-013,reefer,4.3,0.99594057,45.95873,181,298,247.3872,61
DC-03,SKU-012,antiviral,4.3,0.99095726,45.933956,18,22,18.7824,4
DC-03,SKU-009,antiviral,4.2,0.99848515,45.988075,235,319,264.3504,66
DC-02,SKU-015,cardiac,4.1,0.9830604,46.034443,175,286,237.2208,59
DC-04,SKU-002,reefer,4.1,0.9743949,46.050323,204,339,280.5504,70
DC-04,SKU-003,antiviral,4.1,0.97125643,46.01113,179,229,189.9744,47
DC-01,SKU-003,antiviral,4.1,0.9484243,46.034504,27,21,17.500799999999998,4
DC-02,SKU-014,antibiotic,4.1,0.92951316,46.017548,133,225,186.6624,46
DC-05,SKU-006,antibiotic,4.0,0.9849995,46.07748,182,297,246.05759999999998,61
DC-05,SKU-011,cardiac,3.9,0.96884656,46.116867,242,269,222.5904,55
DC-03,SKU-011,cardiac,3.8,0.9788391,46.17912,146,204,168.71519999999998,42
DC-02,SKU-006,antibiotic,3.7,0.99437135,46.24275,88,83,68.73599999999999,17
DC-02,SKU-007,antiviral,3.7,0.993148,46.20887,190,278,229.45440000000002,57
DC-05,SKU-014,antibiotic,3.7,0.9815353,46.229996,135,168,138.99360000000001,34
DC-03,SKU-003,antiviral,3.6,0.99379385,46.281853,66,95,78.792,19
DC-02,SKU-004,reefer,3.5,0.9945873,46.300076,161,186,153.72,38
DC-03,SKU-001,cardiac,3.5,0.9387009,46.33585,151,230,189.6192,47
DC-05,SKU-006,antibiotic,3.4,0.99662197,46.37539,55,59,48.8544,12
DC-05,SKU-001,cardiac,3.4,0.97939223,46.368828,10,16,13.4496,3
DC-02,SKU-005,reefer,3.3,0.9973826,46.427776,79,130,107.53920000000001,26
DC-03,SKU-004,reefer,3.3,0.99659026,46.40467,219,381,313.0464,78
DC-05,SKU-013,reefer,3.3,0.9922192,46.407104,76,126,104.10719999999999,26
DC-05,SKU-014,antibiotic,3.3,0.98482764,46.41058,111,168,138.65279999999998,34
DC-05,SKU-015,cardiac,3.2,0.9872047,46.465153,130,191,157.0992,39
DC-03,SKU-010,reefer,3.2,0.9807828,46.445225,246,284,233.6832,58
DC-02,SKU-010,reefer,3.2,0.97715783,46.464592,241,369,303.77279999999996,75
